Model,Concept,MP Index,Chunk ID,Score
LaBSE,climate change,4,1768,0.6605549454689026
LaBSE,greenhouse gas neutrality,4,1803,0.6601464748382568
LaBSE,transformation pathways,0,235,0.6598592400550842
LaBSE,blue carbon,4,1776,0.6589725613594055
LaBSE,net zero greenhouse gas emissions,5,2045,0.6589378714561462
LaBSE,integrated assessment model,0,136,0.6587303876876831
LaBSE,transformation pathways,0,31,0.6585916876792908
LaBSE,anthropocene,2,1044,0.6584709882736206
LaBSE,cities,8,2327,0.658460795879364
LaBSE,sea level rise,4,1769,0.6576293110847473
LaBSE,emissions scenario,0,31,0.6570006012916565
LaBSE,Pacific Decadal Variability,4,1768,0.6569311618804932
LaBSE,forcing,0,244,0.6568374037742615
LaBSE,"Loss and Damage, and losses and damages",0,31,0.6567232608795166
LaBSE,cultural impacts,4,1797,0.6566077470779419
LaBSE,anthropogenic removals,4,1775,0.6563113927841187
LaBSE,climate simulation ensemble,10,2589,0.6561309099197388
LaBSE,social protection,3,1392,0.6560660600662231
LaBSE,urbanisation,0,236,0.6557554006576538
LaBSE,reference scenario,4,1828,0.6556838750839233
LaBSE,disaster risk management,5,1890,0.6555219888687134
LaBSE,urbanisation,3,1523,0.6555035710334778
LaBSE,"Loss and Damage, and losses and damages",4,1772,0.6553717851638794
LaBSE,agroforestry,0,464,0.6546627879142761
LaBSE,sea level change,4,1814,0.6546200513839722
LaBSE,integrated assessment model,0,452,0.6533761620521545
LaBSE,cities,0,326,0.6533246636390686
LaBSE,El Niño–Southern Oscillation,0,33,0.6532415747642517
LaBSE,Sendai Framework for Disaster Risk Reduction,4,1777,0.653178870677948
LaBSE,land use,5,2083,0.653083324432373
LaBSE,managed land,0,43,0.6530265212059021
LaBSE,"gravitational, rotational and deformational  effects",4,1768,0.652851402759552
LaBSE,agroforestry,0,326,0.6527189016342163
LaBSE,land use,0,691,0.6526996493339539
LaBSE,sea level rise,4,1808,0.6526745557785034
LaBSE,indigenous knowledge,0,273,0.6525344848632812
LaBSE,Sendai Framework for Disaster Risk Reduction,4,1780,0.6518419981002808
LaBSE,anthropogenic removals,4,1768,0.6517502069473267
MPNet,ecosystem-based adaptation,4,1774,0.6515868306159973
LaBSE,urbanisation,5,2002,0.6514903903007507
LaBSE,cultural impacts,2,1145,0.650852382183075
LaBSE,developed/developing countries,0,313,0.6505385637283325
MPNet,restoration,1,962,0.6505017280578613
MiniLM,land rehabilitation,0,432,0.6504666209220886
LaBSE,anthropocene,4,1824,0.6503101587295532
LaBSE,greenhouse gas neutrality,4,1775,0.6502969264984131
LaBSE,integrated assessment model,0,132,0.6502795815467834
LaBSE,informal settlement,0,137,0.6500430107116699
LaBSE,extreme climate event,2,1101,0.6498807668685913
LaBSE,sea level rise,4,1814,0.6497765779495239
LaBSE,sea level change,4,1808,0.6496249437332153
LaBSE,Atlantic Multi-decadal Variability,4,1772,0.6493852734565735
MiniLM,land rehabilitation,0,234,0.6493362784385681
LaBSE,Representative Concentration Pathways,0,452,0.6491379737854004
LaBSE,zero emissions commitment,4,1772,0.6491140127182007
LaBSE,instantaneous radiative forcing  due to aerosol–cloud interactions,0,244,0.6489294171333313
LaBSE,instantaneous radiative forcing  due to aerosol–cloud interactions,3,1659,0.6488754749298096
LaBSE,greenhouse gas neutrality,4,1768,0.6486458778381348
LaBSE,Sustainable Development Goals,5,2083,0.6481885313987732
LaBSE,urbanisation,5,2003,0.6474589109420776
LaBSE,land degradation,2,1103,0.6473823189735413
LaBSE,disaster risk management,5,1889,0.6473392844200134
LaBSE,anthropogenic removals,4,1772,0.646776556968689
LaBSE,cities,0,109,0.6464808583259583
LaBSE,forcing,3,1644,0.6460299491882324
LaBSE,developed/developing countries,0,611,0.6455991268157959
LaBSE,climate projection,0,235,0.6455796360969543
MiniLM,integrated assessment,3,1440,0.6455560922622681
LaBSE,anthropocene,2,987,0.6455484628677368
LaBSE,agroforestry,9,2413,0.6454928517341614
LaBSE,climate extreme,2,1101,0.6454825401306152
LaBSE,land use,0,432,0.6454756855964661
LaBSE,climate model,0,31,0.6441740989685059
LaBSE,emissions scenario,3,1664,0.6431431770324707
LaBSE,total alkalinity,4,1768,0.6427100896835327
LaBSE,reanalysis,1,962,0.6424306631088257
LaBSE,Atlantic Multi-decadal Variability,4,1845,0.6423791646957397
LaBSE,reference scenario,3,1359,0.6423494219779968
LaBSE,reference scenario,0,235,0.6422325968742371
LaBSE,short-lived climate forcers,4,1768,0.6421796083450317
LaBSE,El Niño–Southern Oscillation,4,1769,0.6418497562408447
LaBSE,greenhouse gas emission metric,4,1828,0.6409986615180969
LaBSE,Representative Concentration Pathways,4,1768,0.640948474407196
LaBSE,Net zero CO2 emissions,4,1775,0.6409221887588501
LaBSE,climate change,0,244,0.6404651403427124
LaBSE,zero emissions commitment,4,1775,0.640413224697113
LaBSE,water security,2,1136,0.6402861475944519
LaBSE,land degradation,3,1359,0.6402691602706909
LaBSE,coast,3,1282,0.6402665376663208
LaBSE,reference scenario,5,1958,0.6401076316833496
LaBSE,United Nations Framework Convention on Climate Change,0,98,0.6398902535438538
LaBSE,emissions scenario,3,1646,0.6396461129188538
LaBSE,energy budget,3,1646,0.6390090584754944
LaBSE,United Nations Convention to Combat Desertification,4,1712,0.6389325261116028
LaBSE,extreme climate event,0,244,0.6389198303222656
LaBSE,cultural impacts,2,1146,0.6389000415802002
LaBSE,Net zero CO2 emissions,4,1803,0.638839602470398
LaBSE,"gravitational, rotational and deformational  effects",4,1815,0.6386581659317017
LaBSE,energy budget,9,2479,0.6385111808776855
LaBSE,disaster risk management,3,1395,0.6383224725723267
LaBSE,climate extreme,0,244,0.6382994651794434
LaBSE,global monsoon,0,278,0.6379064321517944
LaBSE,anthropogenic removals,3,1665,0.6378572583198547
LaBSE,land use,0,126,0.6377367973327637
LaBSE,energy balance model,3,1646,0.6377094388008118
LaBSE,Net zero CO2 emissions,4,1772,0.6376514434814453
LaBSE,"gravitational, rotational and deformational  effects",4,1814,0.6376388669013977
LaBSE,climate model,4,1824,0.6374164819717407
LaBSE,governance capacity,1,788,0.6372499465942383
LaBSE,climate resilient development pathways,4,1774,0.6369215250015259
LaBSE,"Agriculture, Forestry and Other Land Use",4,1772,0.6365787386894226
MPNet,adaptation needs,4,1813,0.6364019513130188
LaBSE,United Nations Convention to Combat Desertification,0,95,0.6363715529441833
MiniLM,adaptation gap,4,1774,0.6363605856895447
LaBSE,climate model,0,282,0.636294960975647
LaBSE,Representative Concentration Pathways,4,1808,0.6362839937210083
LaBSE,"Loss and Damage, and losses and damages",4,1769,0.6358348727226257
LaBSE,shared socio-economic pathways,0,31,0.6357980966567993
LaBSE,coast,4,1844,0.6353262066841125
LaBSE,climate model,8,2327,0.6351141333580017
LaBSE,climate model,0,235,0.6350261569023132
LaBSE,emissions scenario,4,1828,0.634680449962616
LaBSE,forcing,4,1772,0.634619414806366
LaBSE,agroecology,0,219,0.6344625949859619
LaBSE,climate index,4,1768,0.6344090104103088
LaBSE,Net zero CO2 emissions,4,1768,0.6343249678611755
LaBSE,Pacific Decadal Variability,4,1769,0.6343023777008057
LaBSE,Coupled Model Intercomparison Project,4,1828,0.6339751482009888
LaBSE,Pacific Decadal Oscillation,4,1772,0.633886992931366
LaBSE,social protection,0,148,0.6338046193122864
LaBSE,social protection,0,158,0.6332898139953613
LaBSE,Net zero CO2 emissions,0,452,0.6329646706581116
LaBSE,"Loss and Damage, and losses and damages",4,1825,0.6328499913215637
LaBSE,climate change commitment,9,2477,0.6327061653137207
LaBSE,reconstruction,1,962,0.632694661617279
LaBSE,ice sheet,2,1106,0.6323391795158386
LaBSE,extreme climate event,2,1112,0.6323164701461792
LaBSE,land degradation,0,596,0.6323122382164001
MPNet,Sendai Framework for Disaster Risk Reduction,2,1173,0.6321248412132263
LaBSE,Pacific Decadal Variability,2,1103,0.6318818926811218
LaBSE,adjustments,4,1772,0.6318644881248474
LaBSE,climate change commitment,9,2484,0.6318426132202148
LaBSE,extreme climate event,10,2589,0.6311659812927246
LaBSE,Pacific Decadal Variability,4,1772,0.631066083908081
LaBSE,Sendai Framework for Disaster Risk Reduction,4,1770,0.6310431361198425
LaBSE,shared socio-economic pathways,0,385,0.6309865713119507
LaBSE,shared socio-economic pathways,3,1350,0.6308302283287048
LaBSE,general circulation model,4,1824,0.6308285593986511
LaBSE,Atlantic Multi-decadal Variability,4,1815,0.6307989358901978
LaBSE,near-surface permafrost,2,1104,0.6306580305099487
LaBSE,land degradation,0,33,0.6301268935203552
MPNet,feasibility,4,1813,0.6300856471061707
LaBSE,El Niño–Southern Oscillation,4,1772,0.6299722790718079
LaBSE,modes of climate variability,4,1828,0.6298832297325134
LaBSE,greenhouse gas emission metric,5,1958,0.6295514106750488
LaBSE,nature's contributions to people,4,1814,0.6295349597930908
LaBSE,anthropocene,8,2306,0.6293948292732239
LaBSE,climate extreme,2,1112,0.6293836832046509
MPNet,climate governance,4,1774,0.6293829679489136
LaBSE,Small Island Developing States,0,98,0.6292209625244141
LaBSE,climate extreme,10,2589,0.6292205452919006
LaBSE,large-scale,4,1844,0.6291174292564392
LaBSE,climate–carbon cycle feedback,9,2484,0.6289452314376831
LaBSE,zero emissions commitment,4,1768,0.6288113594055176
LaBSE,climate index,0,278,0.6286694407463074
LaBSE,modes of climate variability,4,1825,0.6282408237457275
LaBSE,climate change,4,1772,0.6282017827033997
LaBSE,key climate indicators,4,1715,0.6280757188796997
LaBSE,reporting,4,1825,0.6280602812767029
LaBSE,teleconnection pattern,4,1828,0.627494215965271
LaBSE,Montreal Protocol,1,857,0.6274162530899048
LaBSE,atmosphere,4,1768,0.6273892521858215
LaBSE,response time or adjustment time,0,244,0.6273181438446045
LaBSE,heat stress,9,2484,0.6271937489509583
LaBSE,North Atlantic Oscillation,4,1768,0.6271601319313049
LaBSE,forcing,1,816,0.6270148754119873
LaBSE,Pacific Decadal Variability,4,1815,0.6270145773887634
LaBSE,extreme/heavy precipitation event,2,1112,0.6270118355751038
LaBSE,total alkalinity,4,1772,0.6270081996917725
LaBSE,greenhouse gas emission metric,0,452,0.6269864439964294
MiniLM,land rehabilitation,0,691,0.6268238425254822
LaBSE,downscaling,4,1824,0.626776933670044
LaBSE,Sendai Framework for Disaster Risk Reduction,4,1697,0.6266669631004333
LaBSE,simple climate model,4,1828,0.626629650592804
LaBSE,Pacific Decadal Oscillation,4,1768,0.6265978813171387
MiniLM,land rehabilitation,0,567,0.626585066318512
LaBSE,impacts,0,282,0.6265676021575928
LaBSE,greenhouse effect,1,816,0.6264054179191589
LaBSE,ocean heat uptake efficiency,4,1768,0.6262997984886169
LaBSE,greenhouse effect,0,244,0.6262189745903015
LaBSE,Coupled Model Intercomparison Project,4,1824,0.6260814666748047
LaBSE,developed/developing countries,3,1530,0.6259581446647644
LaBSE,reanalysis,4,1824,0.6259257197380066
LaBSE,impacts,4,1783,0.6254289150238037
LaBSE,anthropocene,2,1045,0.6253328323364258
LaBSE,Urban Systems,0,518,0.625278890132904
LaBSE,shared socio-economic pathways,0,283,0.625153660774231
LaBSE,Northern Annular Mode,4,1768,0.6251532435417175
LaBSE,downscaling,3,1359,0.6250969171524048
LaBSE,climate resilient development pathways,4,1775,0.6250060200691223
LaBSE,carbon dioxide  fertilisation,9,2484,0.6246521472930908
LaBSE,forcing,10,2589,0.6245446801185608
LaBSE,social protection,0,234,0.6244116425514221
LaBSE,carbon–climate feedback,9,2484,0.62422114610672
LaBSE,impacts,0,235,0.6239930391311646
LaBSE,Urban Systems,5,1916,0.6237582564353943
LaBSE,social protection,0,132,0.6236063241958618
LaBSE,typological regions,3,1664,0.6235939860343933
LaBSE,informal settlement,0,444,0.6230761408805847
LaBSE,holocene,4,1768,0.6224862933158875
LaBSE,Pacific Decadal Oscillation,4,1700,0.6223313808441162
MPNet,ecosystem-based adaptation,4,1813,0.6221968531608582
MPNet,urbanisation,0,243,0.6220501661300659
MPNet,transformational adaptation,4,1774,0.6219671368598938
LaBSE,feasibility,0,31,0.6218430399894714
LaBSE,modes of climate variability,4,1815,0.6218386292457581
LaBSE,sustainable intensification,0,452,0.6216332316398621
LaBSE,response time or adjustment time,0,596,0.6214805245399475
LaBSE,United Nations Framework Convention on Climate Change,3,1427,0.621074378490448
LaBSE,maladaptive actions,3,1395,0.6209279894828796
LaBSE,agroecology,0,234,0.6206732988357544
LaBSE,adjustments,0,487,0.6206554174423218
LaBSE,climate finance,0,254,0.6206385493278503
LaBSE,developed/developing countries,7,2220,0.6205459833145142
LaBSE,modes of climate variability,0,244,0.6204651594161987
LaBSE,climate change commitment,4,1828,0.6204472780227661
LaBSE,heavy precipitation event,2,1112,0.6203211545944214
LaBSE,grazing land,0,583,0.620305597782135
LaBSE,earth system sensitivity,9,2484,0.6202406883239746
LaBSE,conservation agriculture,9,2453,0.6202272772789001
LaBSE,energy security,3,1646,0.6201703548431396
LaBSE,Coupled Model Intercomparison Project,4,1827,0.6201180815696716
LaBSE,disaster risk management,0,235,0.6200364232063293
LaBSE,typological regions,0,664,0.6200223565101624
LaBSE,land cover,0,664,0.6197983622550964
LaBSE,Coupled Model Intercomparison Project,4,1825,0.6197043657302856
MiniLM,adaptation behaviour,4,1774,0.6193203926086426
LaBSE,United Nations Framework Convention on Climate Change,10,2549,0.6190418601036072
LaBSE,radiative forcing,4,1768,0.6190244555473328
LaBSE,heat stress,2,1101,0.6187121272087097
LaBSE,North Atlantic Oscillation,2,1103,0.6186233162879944
LaBSE,ice sheet,2,1104,0.6185716986656189
LaBSE,United Nations Convention to Combat Desertification,0,98,0.6182153820991516
LaBSE,response time or adjustment time,10,2589,0.6181880831718445
LaBSE,developed/developing countries,0,96,0.6180740594863892
LaBSE,"Agriculture, Forestry and Other Land Use",4,1775,0.6180083751678467
LaBSE,climate change commitment,0,235,0.6179496645927429
LaBSE,grazing land,9,2457,0.6177557110786438
LaBSE,radiative forcing,4,1772,0.6177492737770081
LaBSE,climate index,4,1772,0.6177435517311096
LaBSE,Non-CO2 emissions and radiative forcing,4,1808,0.6177405714988708
LaBSE,impacts,0,31,0.6177180409431458
LaBSE,governance capacity,0,406,0.6176963448524475
LaBSE,climate change,3,1359,0.6176413893699646
LaBSE,Representative Concentration Pathways,4,1797,0.6174079179763794
LaBSE,transformation pathways,4,1774,0.6173643469810486
LaBSE,Sustainable Development Goals,4,1833,0.6173352003097534
LaBSE,disaster risk reduction,3,1395,0.6171664595603943
LaBSE,poverty trap,0,314,0.6170762777328491
LaBSE,climate index,5,2059,0.6170409321784973
LaBSE,carbon feedback,9,2484,0.6170020699501038
LaBSE,"embodied  [emissions, water, land]",4,1808,0.6167620420455933
LaBSE,simple climate model,4,1775,0.6167091131210327
MPNet,feasibility,4,1707,0.6166868805885315
MPNet,feasibility,4,1774,0.6165924072265625
LaBSE,climate change,1,963,0.616564929485321
LaBSE,United Nations Convention to Combat Desertification,0,608,0.6162654161453247
LaBSE,climate index,4,1762,0.6162501573562622
LaBSE,disaster risk management,3,1392,0.6162421107292175
LaBSE,model initialization,5,1958,0.6159600615501404
LaBSE,Pacific Decadal Oscillation,4,1769,0.6159470081329346
LaBSE,"Agriculture, Forestry and Other Land Use",4,1825,0.6157606244087219
LaBSE,Inter-decadal Pacific Oscillation,4,1772,0.6157596707344055
LaBSE,global monsoon,0,590,0.6157311797142029
LaBSE,indigenous knowledge,0,95,0.6157202124595642
LaBSE,reanalysis,3,1359,0.6155672073364258
LaBSE,greenhouse effect,3,1665,0.6153230667114258
LaBSE,climate resilient development pathways,5,1889,0.6151549220085144
LaBSE,carbon–climate feedback,4,1775,0.615017831325531
LaBSE,permafrost thaw,2,1104,0.6149313449859619
LaBSE,indigenous knowledge,4,1837,0.6148653030395508
LaBSE,climate finance,3,1644,0.6148363351821899
LaBSE,short-lived climate forcers,4,1775,0.6147942543029785
MPNet,adaptation needs,4,1773,0.6147729158401489
LaBSE,Madden–Julian Oscillation,0,244,0.614740788936615
LaBSE,"Agriculture, Forestry and Other Land Use",4,1700,0.6146777272224426
LaBSE,North Atlantic Oscillation,4,1807,0.6145089268684387
LaBSE,large-scale,3,1440,0.6143215298652649
LaBSE,emergence,2,1101,0.6142864227294922
LaBSE,adjustments,3,1664,0.6141449809074402
LaBSE,response time or adjustment time,0,487,0.6141027808189392
LaBSE,radiative forcing,4,1775,0.6140226721763611
LaBSE,rapid dynamical change,0,244,0.6138445734977722
LaBSE,Urban Systems,0,229,0.6138191819190979
LaBSE,atmosphere,4,1808,0.6137919425964355
LaBSE,modes of climate variability,0,31,0.6135798096656799
LaBSE,rapid dynamical change,3,1659,0.6135505437850952
LaBSE,ocean dynamic sea level change,0,244,0.6134584546089172
LaBSE,climate resilient development pathways,5,1890,0.6133483052253723
MPNet,adaptive governance,4,1774,0.6132568717002869
LaBSE,emergence,10,2589,0.6132554411888123
LaBSE,climate simulation ensemble,0,278,0.6130850315093994
LaBSE,typological regions,0,326,0.6128619909286499
LaBSE,model initialization,0,136,0.6128053069114685
LaBSE,Coupled Model Intercomparison Project,4,1826,0.6126495599746704
LaBSE,Small Island Developing States,4,1762,0.6126174926757812
LaBSE,Small Island Developing States,1,752,0.6125819087028503
LaBSE,Representative Concentration Pathways,0,590,0.6125439405441284
MPNet,disaster,5,2090,0.6123244166374207
LaBSE,emergence,2,1108,0.6120832562446594
LaBSE,exergy,3,1646,0.6119406819343567
LaBSE,informal settlement,0,714,0.6119236350059509
MPNet,adaptation needs,4,1707,0.6118620038032532
LaBSE,nature's contributions to people,4,1844,0.6118282079696655
LaBSE,Urban Systems,0,17,0.6118151545524597
LaBSE,desertification,2,1103,0.6118000745773315
LaBSE,"Agriculture, Forestry and Other Land Use",0,590,0.6117814183235168
LaBSE,reanalysis,0,235,0.6117261648178101
LaBSE,informal settlement,5,2074,0.6117032170295715
LaBSE,heat stress,10,2589,0.6116008162498474
LaBSE,North Atlantic Oscillation,4,1845,0.6115953922271729
LaBSE,transformation pathways,4,1808,0.6114830374717712
LaBSE,climate projection,0,31,0.6114720702171326
LaBSE,climate resilient development pathways,5,2001,0.6113911867141724
LaBSE,informal settlement,1,761,0.6112866997718811
LaBSE,United Nations Convention to Combat Desertification,4,1776,0.6112616062164307
LaBSE,radiative forcing,3,1644,0.610979437828064
LaBSE,climate change commitment,4,1775,0.6109384894371033
LaBSE,local knowledge,0,273,0.6105405688285828
LaBSE,response time or adjustment time,5,2087,0.610511839389801
LaBSE,large-scale,0,244,0.6103095412254333
LaBSE,Small Island Developing States,4,1763,0.6102187633514404
LaBSE,carbon feedback,4,1775,0.6101671457290649
LaBSE,holocene,7,2229,0.6100805401802063
LaBSE,emergence,0,244,0.6100103855133057
LaBSE,coral reef,4,1768,0.6098085641860962
LaBSE,nature's contributions to people,0,282,0.6097056865692139
LaBSE,coping capacity,0,188,0.6096653342247009
LaBSE,conservation agriculture,5,2088,0.609568178653717
LaBSE,dimensions of integration,4,1824,0.6095045208930969
LaBSE,ocean heat uptake efficiency,9,2484,0.6094470024108887
LaBSE,equivalent carbon dioxide  emission,4,1775,0.6093141436576843
MiniLM,adaptive governance,4,1774,0.6091930270195007
LaBSE,climate simulation ensemble,4,1828,0.6090936064720154
LaBSE,instantaneous radiative forcing  due to aerosol–cloud interactions,0,483,0.6090303659439087
LaBSE,zero emissions commitment,0,452,0.60893315076828
LaBSE,short-lived climate forcers,0,244,0.6088759899139404
LaBSE,Indigenous Peoples,0,412,0.6088054180145264
MiniLM,adaptation needs,4,1774,0.6087615489959717
LaBSE,"low-likelihood, high impact outcomes",5,2094,0.6086675524711609
LaBSE,annular modes,2,1021,0.6085655689239502
LaBSE,key climate indicators,5,2093,0.6083568334579468
LaBSE,greenhouse effect,10,2589,0.6081867814064026
LaBSE,ice sheet,2,1103,0.6080986261367798
LaBSE,climate forecast,2,1108,0.6079296469688416
LaBSE,ocean dynamic sea level change,4,1768,0.6079135537147522
LaBSE,Inter-decadal Pacific Oscillation,4,1700,0.6077169179916382
LaBSE,extreme/heavy precipitation event,0,292,0.6076192259788513
LaBSE,coast,3,1529,0.6073977947235107
LaBSE,North Atlantic Oscillation,4,1815,0.6071993708610535
LaBSE,nature's contributions to people,0,235,0.6071342825889587
LaBSE,Inter-decadal Pacific Oscillation,4,1768,0.6070425510406494
LaBSE,transformation pathways,5,2083,0.607033371925354
MPNet,dimensions of integration,4,1774,0.6068278551101685
LaBSE,climate–carbon cycle feedback,4,1775,0.6065368056297302
LaBSE,holocene,1,818,0.6065365076065063
LaBSE,agroecology,0,618,0.6063259840011597
LaBSE,predictability,5,1961,0.6062397956848145
LaBSE,radiative forcing,0,244,0.6061722040176392
LaBSE,coast,3,1531,0.6061255931854248
LaBSE,energy budget,3,1664,0.6058535575866699
LaBSE,extreme/heavy precipitation event,2,1101,0.605811595916748
LaBSE,Dansgaard-Oeschger events,2,1190,0.6057085990905762
LaBSE,local knowledge,0,95,0.605498731136322
LaBSE,reconstruction,1,965,0.6053123474121094
LaBSE,global monsoon,1,827,0.6052109003067017
LaBSE,climate projection,3,1664,0.6052044630050659
LaBSE,Sustainable Development Goals,10,2623,0.6049917936325073
MiniLM,Sustainable Development Goals,4,1854,0.6049137115478516
LaBSE,CO2 equivalent  emission,4,1775,0.6048984527587891
LaBSE,coast,1,867,0.6046892404556274
LaBSE,climate prediction,2,1108,0.6046245694160461
LaBSE,model initialization,0,278,0.6046064496040344
LaBSE,downscaling,5,2043,0.6046013832092285
LaBSE,meridional overturning circulation,2,1014,0.60459965467453
